xmin,ymin,xmax,ymax,label,score,image_path
985.0,346.0,1122.0,483.0,Tree,0.8175974488258362,B10_0200.JPG
740.0,628.0,919.0,818.0,Tree,0.8023853302001953,B10_0200.JPG
476.0,694.0,608.0,823.0,Tree,0.7988050580024719,B10_0200.JPG
557.0,539.0,711.0,697.0,Tree,0.7957819700241089,B10_0200.JPG
641.0,354.0,796.0,528.0,Tree,0.793999195098877,B10_0200.JPG
684.0,197.0,839.0,344.0,Tree,0.7831355929374695,B10_0200.JPG
905.0,758.0,1052.0,908.0,Tree,0.775670051574707,B10_0200.JPG
0.0,1001.0,128.0,1202.0,Tree,0.7687475085258484,B10_0200.JPG
444.0,53.0,633.0,244.0,Tree,0.762302577495575,B10_0200.JPG
497.0,383.0,634.0,536.0,Tree,0.7562156319618225,B10_0200.JPG
1051.0,482.0,1181.0,616.0,Tree,0.7519851326942444,B10_0200.JPG
353.0,423.0,495.0,561.0,Tree,0.7513908743858337,B10_0200.JPG
961.0,157.0,1104.0,303.0,Tree,0.7493128180503845,B10_0200.JPG
815.0,338.0,949.0,468.0,Tree,0.7468357682228088,B10_0200.JPG
1245.0,293.0,1382.0,423.0,Tree,0.745698869228363,B10_0200.JPG
868.0,1227.0,1032.0,1378.0,Tree,0.743783175945282,B10_0200.JPG
584.0,825.0,714.0,957.0,Tree,0.7424975633621216,B10_0200.JPG
380.0,271.0,505.0,398.0,Tree,0.7404422163963318,B10_0200.JPG
1022.0,0.0,1161.0,129.0,Tree,0.7380045652389526,B10_0200.JPG
320.0,0.0,464.0,113.0,Tree,0.7366558909416199,B10_0200.JPG
886.0,504.0,1028.0,649.0,Tree,0.7327038645744324,B10_0200.JPG
93.0,108.0,285.0,288.0,Tree,0.7287283539772034,B10_0200.JPG
679.0,951.0,805.0,1077.0,Tree,0.7236121892929077,B10_0200.JPG
276.0,1296.0,432.0,1444.0,Tree,0.7221369743347168,B10_0200.JPG
836.0,928.0,969.0,1065.0,Tree,0.7218104600906372,B10_0200.JPG
1208.0,487.0,1323.0,603.0,Tree,0.710580050945282,B10_0200.JPG
1067.0,756.0,1192.0,883.0,Tree,0.7041922807693481,B10_0200.JPG
397.0,580.0,517.0,700.0,Tree,0.70258629322052,B10_0200.JPG
1121.0,151.0,1254.0,302.0,Tree,0.7025421857833862,B10_0200.JPG
902.0,1078.0,1036.0,1211.0,Tree,0.6905511617660522,B10_0200.JPG
718.0,56.0,842.0,175.0,Tree,0.6867384910583496,B10_0200.JPG
304.0,1156.0,420.0,1272.0,Tree,0.6860930919647217,B10_0200.JPG
936.0,1388.0,1080.0,1500.0,Tree,0.6765789985656738,B10_0200.JPG
996.0,914.0,1121.0,1048.0,Tree,0.6745728850364685,B10_0200.JPG
858.0,14.0,997.0,162.0,Tree,0.6732991337776184,B10_0200.JPG
563.0,1093.0,718.0,1243.0,Tree,0.6672093272209167,B10_0200.JPG
319.0,1010.0,454.0,1128.0,Tree,0.6633989214897156,B10_0200.JPG
90.0,301.0,252.0,472.0,Tree,0.66195148229599,B10_0200.JPG
0.0,716.0,137.0,918.0,Tree,0.6593405604362488,B10_0200.JPG
96.0,1293.0,246.0,1448.0,Tree,0.6494678258895874,B10_0200.JPG
305.0,140.0,425.0,255.0,Tree,0.6308580636978149,B10_0200.JPG
1357.0,464.0,1478.0,578.0,Tree,0.6204561591148376,B10_0200.JPG
1170.0,0.0,1311.0,116.0,Tree,0.6163139939308167,B10_0200.JPG
259.0,835.0,466.0,999.0,Tree,0.6114813685417175,B10_0200.JPG
1366.0,715.0,1498.0,851.0,Tree,0.6070157289505005,B10_0200.JPG
270.0,682.0,412.0,828.0,Tree,0.6037969589233398,B10_0200.JPG
161.0,989.0,309.0,1130.0,Tree,0.6001358032226562,B10_0200.JPG
1313.0,578.0,1461.0,705.0,Tree,0.5967903137207031,B10_0200.JPG
1403.0,275.0,1500.0,401.0,Tree,0.5877556204795837,B10_0200.JPG
1297.0,864.0,1468.0,1015.0,Tree,0.5849125385284424,B10_0200.JPG
447.0,1130.0,546.0,1226.0,Tree,0.5744274854660034,B10_0200.JPG
166.0,1147.0,277.0,1265.0,Tree,0.5742961764335632,B10_0200.JPG
1063.0,1055.0,1188.0,1183.0,Tree,0.5708710551261902,B10_0200.JPG
1283.0,181.0,1368.0,258.0,Tree,0.5601110458374023,B10_0200.JPG
758.0,1379.0,901.0,1500.0,Tree,0.5528643131256104,B10_0200.JPG
1208.0,730.0,1331.0,853.0,Tree,0.5414585471153259,B10_0200.JPG
503.0,964.0,618.0,1088.0,Tree,0.5397816896438599,B10_0200.JPG
1210.0,1050.0,1334.0,1175.0,Tree,0.5277701020240784,B10_0200.JPG
562.0,1387.0,731.0,1500.0,Tree,0.5213521122932434,B10_0200.JPG
0.0,313.0,73.0,474.0,Tree,0.49986615777015686,B10_0200.JPG
590.0,1268.0,683.0,1362.0,Tree,0.4885331094264984,B10_0200.JPG
1159.0,893.0,1259.0,997.0,Tree,0.3847774863243103,B10_0200.JPG
0.0,1302.0,79.0,1445.0,Tree,0.3753334879875183,B10_0200.JPG
748.0,0.0,891.0,53.0,Tree,0.37208566069602966,B10_0200.JPG
1260.0,1210.0,1483.0,1452.0,Tree,0.14703179895877838,B10_0200.JPG
704.0,1166.0,869.0,1378.0,Tree,0.1110849529504776,B10_0200.JPG
